match_id,role,raw_name,mapped_name,canonical_athlete_id,sex,weight_class,year
781,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2003
781,loser,Renzo Gracie,Renzo Gracie,athlete_renzo-gracie-m,M,77KG,2003
782,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2003
782,loser,Vitor Ribeiro,Vitor Ribeiro,athlete_vitor-ribeiro-m,M,77KG,2003
1182,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2005
1182,loser,Leonardo Santos,Leonardo Santos,athlete_leonardo-santos-m,M,77KG,2005
1184,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2005
1184,loser,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2005
1222,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,ABS,2005
1222,loser,Ricco Rodriguez,Ricco Rodriguez,athlete_ricco-rodriguez-m,M,ABS,2005
1692,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2007
1692,loser,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2007
3282,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2011
3282,loser,Kron Gracie,Kron Gracie,athlete_kron-gracie-m,M,77KG,2011
556,winner,Marcio Cruz,Marcio Cruz,athlete_marcio-cruz-m,M,+99KG,2001
556,loser,Ricco Rodriguez,Ricco Rodriguez,athlete_ricco-rodriguez-m,M,+99KG,2001
560,winner,Marcio Cruz,Marcio Cruz,athlete_marcio-cruz-m,M,ABS,2001
560,loser,Roberto Traven,Roberto Traven,athlete_roberto-traven-m,M,ABS,2001
815,winner,Marcio Cruz,Marcio Cruz,athlete_marcio-cruz-m,M,+99KG,2003
815,loser,Fabricio Werdum,Fabricio Werdum,athlete_fabricio-werdum-m,M,+99KG,2003
822,winner,Marcio Cruz,Marcio Cruz,athlete_marcio-cruz-m,M,ABS,2003
822,loser,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,ABS,2003
21841,winner,Mason Fowler,Mason Fowler,athlete_mason-fowler-m,M,88KG,2019
21841,loser,Valdir Araujo Junior,Valdir Araujo Junior,athlete_valdir-araujo-junior-m,M,88KG,2019
35031,winner,Mason Fowler,Mason Fowler,athlete_mason-fowler-m,M,88KG,2022
35031,loser,Alexandre Jesus,Alexandre Jesus,athlete_alexandre-jesus-m,M,88KG,2022
517,winner,Matt Serra,Matt Serra,athlete_matt-serra-m,M,77KG,2001
517,loser,Leonardo Santos,Leonardo Santos,athlete_leonardo-santos-m,M,77KG,2001
35021,winner,Micael Galvao,Micael Galvao,athlete_micael-galvao-m,M,77KG,2022
35021,loser,Renato Forasieppi Canuto,Renato Forasieppi Canuto,athlete_renato-forasieppi-canuto-m,M,77KG,2022
35022,winner,Micael Galvao,Micael Galvao,athlete_micael-galvao-m,M,77KG,2022
35022,loser,Dante Leon,Dante Leon,athlete_dante-leon-m,M,77KG,2022
1234,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,ABS,2005
1234,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,ABS,2005
35095,winner,Nicholas Meregali,Nicholas Meregali,athlete_nicholas-meregali-m,M,ABS,2022
35095,loser,Vinicius Ferreira,Vinicius Ferreira,athlete_vinicius-ferreira-m,M,ABS,2022
3317,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,ABS,2011
3317,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,ABS,2011
35018,winner,Paul Schreiner,Paul Schreiner,athlete_paul-schreiner-m,M,77KG,2022
35018,loser,Jonathan Torres,Jonathan Torres,athlete_jonathan-torres-m,M,77KG,2022
5018,winner,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,88KG,2013
5018,loser,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,88KG,2013
13869,winner,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,99KG,2017
13869,loser,Mahamed Aly,Mahamed Aly,athlete_mahamed-aly-m,M,99KG,2017
35084,winner,Rafaela Guedes,Rafaela Guedes,athlete_rafaela-guedes-f,F,+60KG,2022
35084,loser,Eleftheria Christodoulou,Eleftheria Christodoulou,athlete_eleftheria-christodoulou-f,F,+60KG,2022
35085,winner,Rafaela Guedes,Rafaela Guedes,athlete_rafaela-guedes-f,F,+60KG,2022
35085,loser,Kendall Reusing,Kendall Reusing,athlete_kendall-reusing-f,F,+60KG,2022
1166,winner,Rany Yahya,Rany Yahya,athlete_rany-yahya-m,M,66KG,2005
1166,loser,Marcio Feitosa,Marcio Feitosa,athlete_marcio-feitosa-m,M,66KG,2005
1680,winner,Rany Yahya,Rany Yahya,athlete_rany-yahya-m,M,66KG,2007
1680,loser,Baret Yoshida,Baret Yoshida,athlete_baret-yoshida-m,M,66KG,2007
1681,winner,Rany Yahya,Rany Yahya,athlete_rany-yahya-m,M,66KG,2007
1681,loser,Leonardo Vieira,Leonardo Vieira,athlete_leonardo-vieira-m,M,66KG,2007
2236,winner,Rany Yahya,Rany Yahya,athlete_rany-yahya-m,M,66KG,2009
2236,loser,Jeff Glover,Jeff Glover,athlete_jeff-glover-m,M,66KG,2009
424,winner,Renzo Gracie,Renzo Gracie,athlete_renzo-gracie-m,M,77KG,2000
424,loser,Marcio Feitosa,Marcio Feitosa,athlete_marcio-feitosa-m,M,77KG,2000
426,winner,Renzo Gracie,Renzo Gracie,athlete_renzo-gracie-m,M,77KG,2000
426,loser,Jean Jacques Machado,Jean Jacques Machado,athlete_jean-jacques-machado-m,M,77KG,2000
462,winner,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,ABS,2000
462,loser,Vitor Ribeiro,Vitor Ribeiro,athlete_vitor-ribeiro-m,M,ABS,2000
465,winner,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,ABS,2000
465,loser,Rodrigo Medeiros,Rodrigo Medeiros,athlete_rodrigo-medeiros-m,M,ABS,2000
543,winner,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,99KG,2001
543,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,99KG,2001
546,winner,Ricardo Arona,Ricardo Arona,athlete_ricardo-arona-m,M,99KG,2001
546,loser,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,99KG,2001
570,winner,Ricardo Arona,Ricardo Arona,athlete_ricardo-arona-m,M,ABS,2001
570,loser,Jean Jacques Machado,Jean Jacques Machado,athlete_jean-jacques-machado-m,M,ABS,2001
434,winner,Ricardo Liborio,Ricardo Liborio,athlete_ricardo-liborio-m,M,88KG,2000
434,loser,Roberto Magalhaes,Roberto Magalhaes,athlete_roberto-magalhaes-m,M,88KG,2000
438,winner,Ricardo Liborio,Ricardo Liborio,athlete_ricardo-liborio-m,M,88KG,2000
438,loser,Jorge Patino,Jorge Patino,athlete_jorge-patino-m,M,88KG,2000
565,winner,Ricardo Arona,Ricardo Arona,athlete_ricardo-arona-m,M,ABS,2001
565,loser,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,ABS,2001
21867,winner,Richard Alarcon,Richard Alarcon,athlete_richard-alarcon-m,M,66KG,2019
21867,loser,Gianni Grippo,Gianni Grippo,athlete_gianni-grippo-m,M,66KG,2019
35098,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,ABS,2022
35098,loser,Victor Hugo,Victor Hugo,athlete_victor-hugo-m,M,ABS,2022
3261,winner,Robson Moura,Robson Moura,athlete_robson-moura-m,M,66KG,2011
3261,loser,Ryan Hall,Ryan Hall,athlete_ryan-hall-m,M,66KG,2011
808,winner,Roger Gracie,Roger Gracie,athlete_roger-gracie-m,M,99KG,2003
808,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,99KG,2003
1233,winner,Roger Gracie,Roger Gracie,athlete_roger-gracie-m,M,ABS,2005
1233,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,ABS,2005
5017,winner,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,88KG,2013
5017,loser,Lucas Leite,Lucas Leite,athlete_lucas-leite-m,M,88KG,2013
3284,winner,Rousimar Palhares,Rousimar Palhares,athlete_rousimar-palhares-m,M,88KG,2011
3284,loser,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,88KG,2011
313,winner,Royler Gracie,Royler Gracie,athlete_royler-gracie-m,M,66KG,1999
313,loser,Alexandre de Freitas,Alexandre de Freitas,athlete_alexandre-de-freitas-m,M,66KG,1999
502,winner,Royler Gracie,Royler Gracie,athlete_royler-gracie-m,M,66KG,2001
502,loser,Robson Moura,Robson Moura,athlete_robson-moura-m,M,66KG,2001
773,winner,Royler Gracie,Royler Gracie,athlete_royler-gracie-m,M,66KG,2003
773,loser,Alexandre de Freitas,Alexandre de Freitas,athlete_alexandre-de-freitas-m,M,66KG,2003
2241,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2009
2241,loser,Rany Yahya,Rany Yahya,athlete_rany-yahya-m,M,66KG,2009
3262,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2011
3262,loser,Baret Yoshida,Baret Yoshida,athlete_baret-yoshida-m,M,66KG,2011
3280,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2011
3280,loser,Jeff Glover,Jeff Glover,athlete_jeff-glover-m,M,66KG,2011
4983,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2013
4983,loser,Marcio Andre Barbosa Junior,Marcio Andre Barbosa Junior,athlete_marcio-andre-barbosa-junior-m,M,66KG,2013
7969,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2015
7969,loser,Augusto Mendes,Augusto Mendes,athlete_augusto-mendes-m,M,66KG,2015
34995,winner,Sam McNally,Sam McNally,athlete_sam-mcnally-m,M,66KG,2022
34995,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,66KG,2022
440,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2000
440,loser,Ricardo Liborio,Ricardo Liborio,athlete_ricardo-liborio-m,M,88KG,2000
530,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2001
530,loser,Antonio Schembri,Antonio Schembri,athlete_antonio-schembri-m,M,88KG,2001
796,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2003
796,loser,David Terrell,David Terrell,athlete_david-terrell-m,M,88KG,2003
1189,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2005
1189,loser,Jorge Patino,Jorge Patino,athlete_jorge-patino-m,M,88KG,2005
2289,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,+99KG,2009
2289,loser,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,+99KG,2009
3310,winner,Sergio Moraes,Sergio Moraes,athlete_sergio-moraes-m,M,ABS,2011
3310,loser,Antonio Braga Neto,Antonio Braga Neto,athlete_antonio-braga-neto-m,M,ABS,2011
1705,winner,Tarsis Humpreys,Tarsis Humpreys,athlete_tarsis-humpreys-m,M,88KG,2007
1705,loser,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,88KG,2007
13920,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2017
13920,loser,Paulo Miyao,Paulo Miyao,athlete_paulo-miyao-m,M,66KG,2017
7971,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2015
7971,loser,Bruno Frazatto,Bruno Frazatto,athlete_bruno-frazatto-m,M,66KG,2015
13901,winner,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,77KG,2017
13901,loser,DeAlonzio Jackson,DeAlonzio Jackson,athlete_dealonzio-jackson-m,M,77KG,2017
13906,winner,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,77KG,2017
13906,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2017
21860,winner,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,77KG,2019
21860,loser,Celso Vinicius,Celso Vinicius,athlete_celso-vinicius-m,M,77KG,2019
35037,winner,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,88KG,2022
35037,loser,Pedro Marinho,Pedro Marinho,athlete_pedro-marinho-m,M,88KG,2022
3307,winner,Victor Estima,Victor Estima,athlete_victor-estima-m,M,ABS,2011
3307,loser,Joao Assis,Joao Assis,athlete_joao-assis-m,M,ABS,2011
21814,winner,Victor Hugo,Victor Hugo,athlete_victor-hugo-m,M,+99KG,2019
21814,loser,Jared Dopp,Jared Dopp,athlete_jared-dopp-m,M,+99KG,2019
21886,winner,Vinicius Ferreira,Vinicius Ferreira,athlete_vinicius-ferreira-m,M,99KG,2019
21886,loser,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,99KG,2019
35044,winner,Vinicius Ferreira,Vinicius Ferreira,athlete_vinicius-ferreira-m,M,99KG,2022
35044,loser,Paul Ardila-Ibarra,Paul Ardila-Ibarra,athlete_paul-ardilaibarra-m,M,99KG,2022
2277,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,99KG,2009
2277,loser,Marcio Cruz,Marcio Cruz,athlete_marcio-cruz-m,M,99KG,2009
3299,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,+99KG,2011
3299,loser,Fabricio Werdum,Fabricio Werdum,athlete_fabricio-werdum-m,M,+99KG,2011
7907,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,+99KG,2015
7907,loser,Joao Gabriel Rocha,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m,M,+99KG,2015
7986,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,ABS,2015
7986,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,ABS,2015
779,winner,Vitor Ribeiro,Vitor Ribeiro,athlete_vitor-ribeiro-m,M,77KG,2003
779,loser,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2003
2307,winner,Braulio Estima,Braulio Estima,athlete_braulio-estima-m,M,ABS,2009
2307,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,ABS,2009
21877,winner,Bianca Basilio,Bianca Basilio,athlete_bianca-basilio-f,F,60KG,2019
21877,loser,Ffion Davies,Ffion Davies,athlete_ffion-davies-f,F,60KG,2019
1192,winner,Demian Maia,Demian Maia,athlete_demian-maia-m,M,88KG,2005
1192,loser,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2005
35004,winner,Diego Oliveira,Diego Oliveira,athlete_diego-oliveira-m,M,66KG,2022
35004,loser,Kennedy Maciel,Kennedy Maciel,athlete_kennedy-maciel-m,M,66KG,2022
35006,winner,Gabriel Sousa,Gabriel Sousa,athlete_gabriel-sousa-m,M,66KG,2022
35006,loser,Diego Oliveira,Diego Oliveira,athlete_diego-oliveira-m,M,66KG,2022
7954,winner,Gilbert Burns,Gilbert Burns,athlete_gilbert-burns-m,M,77KG,2015
7954,loser,Otavio Sousa,Otavio Sousa,athlete_otavio-sousa-m,M,77KG,2015
13889,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,88KG,2017
13889,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,88KG,2017
21887,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,99KG,2019
21887,loser,Vinicius Ferreira,Vinicius Ferreira,athlete_vinicius-ferreira-m,M,99KG,2019
35066,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,+99KG,2022
35066,loser,Victor Hugo,Victor Hugo,athlete_victor-hugo-m,M,+99KG,2022
5003,winner,Kron Gracie,Kron Gracie,athlete_kron-gracie-m,M,77KG,2013
5003,loser,Jonathan Torres,Jonathan Torres,athlete_jonathan-torres-m,M,77KG,2013
5005,winner,Kron Gracie,Kron Gracie,athlete_kron-gracie-m,M,77KG,2013
5005,loser,Otavio Sousa,Otavio Sousa,athlete_otavio-sousa-m,M,77KG,2013
518,winner,Marcio Feitosa,Marcio Feitosa,athlete_marcio-feitosa-m,M,77KG,2001
518,loser,Matt Serra,Matt Serra,athlete_matt-serra-m,M,77KG,2001
13932,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2017
13932,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,ABS,2017
35015,winner,Renato Forasieppi Canuto,Renato Forasieppi Canuto,athlete_renato-forasieppi-canuto-m,M,77KG,2022
35015,loser,Nicky Ryan,Nicky Ryan,athlete_nicky-ryan-m,M,77KG,2022
3220,winner,Rafael Mendes,Rafael Mendes,athlete_rafael-mendes-m,M,66KG,2011
3220,loser,Bruno Frazatto,Bruno Frazatto,athlete_bruno-frazatto-m,M,66KG,2011
21866,winner,Tye Ruotolo,Tye Ruotolo,athlete_tye-ruotolo-m,M,66KG,2019
21866,loser,Bruno Frazatto,Bruno Frazatto,athlete_bruno-frazatto-m,M,66KG,2019
770,winner,Leonardo Vieira,Leonardo Vieira,athlete_leonardo-vieira-m,M,66KG,2003
770,loser,Eddie Bravo,Eddie Bravo,athlete_eddie-bravo-m,M,66KG,2003
5034,winner,Joao Assis,Joao Assis,athlete_joao-assis-m,M,99KG,2013
5034,loser,Leonardo Nogueira,Leonardo Nogueira,athlete_leonardo-nogueira-m,M,99KG,2013
35024,winner,Kade Ruotolo,Kade Ruotolo,athlete_kade-ruotolo-m,M,77KG,2022
35024,loser,Micael Galvao,Micael Galvao,athlete_micael-galvao-m,M,77KG,2022
34994,winner,Diogo Reis,Diogo Reis,athlete_diogo-reis-m,M,66KG,2022
34994,loser,Ashley Williams,Ashley Williams,athlete_ashley-williams-m,M,66KG,2022
35034,winner,Giancarlo Bodoni,Giancarlo Bodoni,athlete_giancarlo-bodoni-m,M,88KG,2022
35034,loser,Matheus Diniz,Matheus Diniz,athlete_matheus-diniz-m,M,88KG,2022
21913,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2019
21913,loser,Lachlan Giles,Lachlan Giles,athlete_lachlan-giles-m,M,ABS,2019
35103,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2022
35103,loser,Andre Galvao,Andre Galvao,athlete_andre-galvao-m,M,ABS,2022
4981,winner,Justin Rader,Justin Rader,athlete_justin-rader-m,M,66KG,2013
4981,loser,Augusto Mendes,Augusto Mendes,athlete_augusto-mendes-m,M,66KG,2013
13904,winner,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2017
13904,loser,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,77KG,2017
21908,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2019
21908,loser,Aaron Johnson,Aaron Johnson,athlete_aaron-johnson-m,M,ABS,2019
3295,winner,Rafael Mendes,Rafael Mendes,athlete_rafael-mendes-m,M,66KG,2011
3295,loser,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2011
7967,winner,Geovanny Martinez,Geovanny Martinez,athlete_geovanny-martinez-m,M,66KG,2015
7967,loser,Jeff Glover,Jeff Glover,athlete_jeff-glover-m,M,66KG,2015
35063,winner,Max Gimenis,Max Gimenis,athlete_max-gimenis-m,M,+99KG,2022
35063,loser,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2022
804,winner,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,99KG,2003
804,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,99KG,2003
13913,winner,AJ Agazarm,AJ Agazarm,athlete_aj-agazarm-m,M,66KG,2017
13913,loser,Nicky Ryan,Nicky Ryan,athlete_nicky-ryan-m,M,66KG,2017
3285,winner,Andre Galvao,Andre Galvao,athlete_andre-galvao-m,M,88KG,2011
3285,loser,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,88KG,2011
13956,winner,Andre Galvao,Andre Galvao,athlete_andre-galvao-m,M,ABS,2017
13956,loser,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,ABS,2017
13912,winner,Augusto Mendes,Augusto Mendes,athlete_augusto-mendes-m,M,66KG,2017
13912,loser,Yuta Shimada,Yuta Shimada,athlete_yuta-shimada-m,M,66KG,2017
35068,winner,Felipe Pena,Felipe Pena,athlete_felipe-pena-m,M,+99KG,2022
35068,loser,Max Gimenis,Max Gimenis,athlete_max-gimenis-m,M,+99KG,2022
3290,winner,Jeff Glover,Jeff Glover,athlete_jeff-glover-m,M,66KG,2011
3290,loser,Robson Moura,Robson Moura,athlete_robson-moura-m,M,66KG,2011
5036,winner,Joao Assis,Joao Assis,athlete_joao-assis-m,M,99KG,2013
5036,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,99KG,2013
34997,winner,Jeremy Skinner,Jeremy Skinner,athlete_jeremy-skinner-m,M,66KG,2022
34997,loser,AJ Agazarm,AJ Agazarm,athlete_aj-agazarm-m,M,66KG,2022
13907,winner,Jonathan Torres,Jonathan Torres,athlete_jonathan-torres-m,M,77KG,2017
13907,loser,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2017
21857,winner,Jonathan Torres,Jonathan Torres,athlete_jonathan-torres-m,M,77KG,2019
21857,loser,DeAlonzio Jackson,DeAlonzio Jackson,athlete_dealonzio-jackson-m,M,77KG,2019
35056,winner,Kaynan Duarte,Kaynan Duarte,athlete_kaynan-duarte-m,M,99KG,2022
35056,loser,Craig Jones,Craig Jones,athlete_craig-jones-m,M,99KG,2022
21897,winner,Kennedy Maciel,Kennedy Maciel,athlete_kennedy-maciel-m,M,66KG,2019
21897,loser,Tye Ruotolo,Tye Ruotolo,athlete_tye-ruotolo-m,M,66KG,2019
21911,winner,Lachlan Giles,Lachlan Giles,athlete_lachlan-giles-m,M,ABS,2019
21911,loser,Patrick Gaudio,Patrick Gaudio,athlete_patrick-gaudio-m,M,ABS,2019
3264,winner,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2011
3264,loser,Victor Estima,Victor Estima,athlete_victor-estima-m,M,77KG,2011
13899,winner,Marcelo Mafra,Marcelo Mafra,athlete_marcelo-mafra-m,M,77KG,2017
13899,loser,Oliver Taza,Oliver Taza,athlete_oliver-taza-m,M,77KG,2017
514,winner,Matt Serra,Matt Serra,athlete_matt-serra-m,M,77KG,2001
514,loser,Jean Jacques Machado,Jean Jacques Machado,athlete_jean-jacques-machado-m,M,77KG,2001
35013,winner,Micael Galvao,Micael Galvao,athlete_micael-galvao-m,M,77KG,2022
35013,loser,Oliver Taza,Oliver Taza,athlete_oliver-taza-m,M,77KG,2022
7940,winner,Otavio Sousa,Otavio Sousa,athlete_otavio-sousa-m,M,77KG,2015
7940,loser,AJ Agazarm,AJ Agazarm,athlete_aj-agazarm-m,M,77KG,2015
21870,winner,Paulo Miyao,Paulo Miyao,athlete_paulo-miyao-m,M,66KG,2019
21870,loser,Nicky Ryan,Nicky Ryan,athlete_nicky-ryan-m,M,66KG,2019
342,winner,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,99KG,1999
342,loser,Rigan Machado,Rigan Machado,athlete_rigan-machado-m,M,99KG,1999
7921,winner,Rodolfo Vieira,Rodolfo Vieira,athlete_rodolfo-vieira-m,M,99KG,2015
7921,loser,Alexandre Ribeiro,Alexandre Ribeiro,athlete_alexandre-ribeiro-m,M,99KG,2015
13882,winner,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,88KG,2017
13882,loser,Kit Dale,Kit Dale,athlete_kit-dale-m,M,88KG,2017
413,winner,Royler Gracie,Royler Gracie,athlete_royler-gracie-m,M,66KG,2000
413,loser,Alexandre de Freitas,Alexandre de Freitas,athlete_alexandre-de-freitas-m,M,66KG,2000
4990,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2013
4990,loser,Rafael Mendes,Rafael Mendes,athlete_rafael-mendes-m,M,66KG,2013
794,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2003
794,loser,Rodrigo Medeiros,Rodrigo Medeiros,athlete_rodrigo-medeiros-m,M,88KG,2003
797,winner,Saulo Ribeiro,Saulo Ribeiro,athlete_saulo-ribeiro-m,M,88KG,2003
797,loser,Ronaldo Souza,Ronaldo Souza,athlete_ronaldo-souza-m,M,88KG,2003
4988,winner,Rubens Charles,Rubens Charles,athlete_rubens-charles-m,M,66KG,2013
4988,loser,Justin Rader,Justin Rader,athlete_justin-rader-m,M,66KG,2013
7991,winner,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,ABS,2015
7991,loser,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,ABS,2015
21893,winner,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,77KG,2019
21893,loser,Dante Leon,Dante Leon,athlete_dante-leon-m,M,77KG,2019
35091,winner,Victor Hugo,Victor Hugo,athlete_victor-hugo-m,M,ABS,2022
35091,loser,Fabricio Andrey,Fabricio Andrey,athlete_fabricio-andrey-m,M,ABS,2022
21832,winner,Vinicius Ferreira,Vinicius Ferreira,athlete_vinicius-ferreira-m,M,99KG,2019
21832,loser,Paul Ardila-Ibarra,Paul Ardila-Ibarra,athlete_paul-ardilaibarra-m,M,99KG,2019
21836,winner,Vinicius Ferreira,Vinicius Ferreira,athlete_vinicius-ferreira-m,M,99KG,2019
21836,loser,Jackson Sousa,Jackson Sousa,athlete_jackson-sousa-m,M,99KG,2019
2273,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,99KG,2009
2273,loser,Rodrigo Cavaca,Rodrigo Cavaca,athlete_rodrigo-cavaca-m,M,99KG,2009
2296,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,ABS,2009
2296,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,ABS,2009
21835,winner,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,99KG,2019
21835,loser,James Puopolo,James Puopolo,athlete_james-puopolo-m,M,99KG,2019
13898,winner,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2017
13898,loser,Felipe Cesar,Felipe Cesar,athlete_felipe-cesar-m,M,77KG,2017
2238,winner,Rafael Mendes,Rafael Mendes,athlete_rafael-mendes-m,M,66KG,2009
2238,loser,Justin Rader,Justin Rader,athlete_justin-rader-m,M,66KG,2009
3260,winner,Rafael Mendes,Rafael Mendes,athlete_rafael-mendes-m,M,66KG,2011
3260,loser,Justin Rader,Justin Rader,athlete_justin-rader-m,M,66KG,2011
21862,winner,Nicky Ryan,Nicky Ryan,athlete_nicky-ryan-m,M,66KG,2019
21862,loser,Shane Hill-Taylor,Shane Hill-Taylor,athlete_shane-hilltaylor-m,M,66KG,2019
