match_id,role,raw_name,mapped_name,canonical_athlete_id,sex,weight_class,year
7948,loser,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,77KG,2015
7902,winner,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2015
7902,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,+99KG,2015
7905,winner,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2015
7905,loser,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,+99KG,2015
7908,winner,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2015
7908,loser,Jared Dopp,Jared Dopp,athlete_jared-dopp-m,M,+99KG,2015
13856,winner,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2017
13856,loser,Jared Dopp,Jared Dopp,athlete_jared-dopp-m,M,+99KG,2017
13918,winner,Pablo Mantovani,Pablo Mantovani,athlete_pablo-mantovani-m,M,66KG,2017
13918,loser,Augusto Mendes,Augusto Mendes,athlete_augusto-mendes-m,M,66KG,2017
21864,winner,Pablo Mantovani,Pablo Mantovani,athlete_pablo-mantovani-m,M,66KG,2019
21864,loser,Thomas Halpin,Thomas Halpin,athlete_thomas-halpin-m,M,66KG,2019
777,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2003
777,loser,Marcio Feitosa,Marcio Feitosa,athlete_marcio-feitosa-m,M,77KG,2003
1176,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2005
1176,loser,Renzo Gracie,Renzo Gracie,athlete_renzo-gracie-m,M,77KG,2005
1181,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2005
1181,loser,Jake Shields,Jake Shields,athlete_jake-shields-m,M,77KG,2005
1691,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2007
1691,loser,Andre Galvao,Andre Galvao,athlete_andre-galvao-m,M,77KG,2007
2257,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,77KG,2009
2257,loser,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,77KG,2009
3270,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,88KG,2011
3270,loser,Sergio Moraes,Sergio Moraes,athlete_sergio-moraes-m,M,88KG,2011
3292,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,88KG,2011
3292,loser,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,88KG,2011
3312,winner,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,ABS,2011
3312,loser,Victor Estima,Victor Estima,athlete_victor-estima-m,M,ABS,2011
35012,winner,Paul Schreiner,Paul Schreiner,athlete_paul-schreiner-m,M,77KG,2022
35012,loser,Tommy Langaker,Tommy Langaker,athlete_tommy-langaker-m,M,77KG,2022
13917,winner,Paulo Miyao,Paulo Miyao,athlete_paulo-miyao-m,M,66KG,2017
13917,loser,Geovanny Martinez,Geovanny Martinez,athlete_geovanny-martinez-m,M,66KG,2017
13922,winner,Paulo Miyao,Paulo Miyao,athlete_paulo-miyao-m,M,66KG,2017
13922,loser,Pablo Mantovani,Pablo Mantovani,athlete_pablo-mantovani-m,M,66KG,2017
21898,winner,Paulo Miyao,Paulo Miyao,athlete_paulo-miyao-m,M,66KG,2019
21898,loser,Tye Ruotolo,Tye Ruotolo,athlete_tye-ruotolo-m,M,66KG,2019
35064,winner,Rida Haisam,Rida Haisam,athlete_rida-haisam-m,M,+99KG,2022
35064,loser,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2022
5048,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2013
5048,loser,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2013
5051,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2013
5051,loser,Jared Dopp,Jared Dopp,athlete_jared-dopp-m,M,+99KG,2013
5058,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,ABS,2013
5058,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,ABS,2013
5062,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,ABS,2013
5062,loser,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,ABS,2013
5065,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,ABS,2013
5065,loser,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2013
13855,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2017
13855,loser,Victor Honorio,Victor Honorio,athlete_victor-honorio-m,M,+99KG,2017
13858,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2017
13858,loser,Jared Dopp,Jared Dopp,athlete_jared-dopp-m,M,+99KG,2017
35090,winner,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,ABS,2022
35090,loser,Elder Cruz,Elder Cruz,athlete_elder-cruz-m,M,ABS,2022
35017,winner,Roberto Jimenez,Roberto Jimenez,athlete_roberto-jimenez-m,M,77KG,2022
35017,loser,Andy Varela,Andy Varela,athlete_andy-varela-m,M,77KG,2022
505,winner,Robson Moura,Robson Moura,athlete_robson-moura-m,M,66KG,2001
505,loser,Alexandre de Freitas,Alexandre de Freitas,athlete_alexandre-de-freitas-m,M,66KG,2001
7919,winner,Rodolfo Vieira,Rodolfo Vieira,athlete_rodolfo-vieira-m,M,99KG,2015
7919,loser,Cassio Francis,Cassio Francis,athlete_cassio-francis-m,M,99KG,2015
7923,winner,Rodolfo Vieira,Rodolfo Vieira,athlete_rodolfo-vieira-m,M,99KG,2015
7923,loser,Felipe Pena,Felipe Pena,athlete_felipe-pena-m,M,99KG,2015
7995,winner,Rodolfo Vieira,Rodolfo Vieira,athlete_rodolfo-vieira-m,M,ABS,2015
7995,loser,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,ABS,2015
460,winner,Rodrigo Medeiros,Rodrigo Medeiros,athlete_rodrigo-medeiros-m,M,ABS,2000
460,loser,Roberto Magalhaes,Roberto Magalhaes,athlete_roberto-magalhaes-m,M,ABS,2000
801,winner,Roger Gracie,Roger Gracie,athlete_roger-gracie-m,M,99KG,2003
801,loser,Jose Mario Sperry,Jose Mario Sperry,athlete_jose-mario-sperry-m,M,99KG,2003
803,winner,Roger Gracie,Roger Gracie,athlete_roger-gracie-m,M,99KG,2003
803,loser,Rigan Machado,Rigan Machado,athlete_rigan-machado-m,M,99KG,2003
1200,winner,Roger Gracie,Roger Gracie,athlete_roger-gracie-m,M,99KG,2005
1200,loser,Eduardo Telles,Eduardo Telles,athlete_eduardo-telles-m,M,99KG,2005
1235,winner,Roger Gracie,Roger Gracie,athlete_roger-gracie-m,M,ABS,2005
1235,loser,Ronaldo Souza,Ronaldo Souza,athlete_ronaldo-souza-m,M,ABS,2005
5019,winner,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,88KG,2013
5019,loser,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,88KG,2013
5021,winner,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,88KG,2013
5021,loser,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,88KG,2013
795,winner,Ronaldo Souza,Ronaldo Souza,athlete_ronaldo-souza-m,M,88KG,2003
795,loser,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,88KG,2003
1195,winner,Ronaldo Souza,Ronaldo Souza,athlete_ronaldo-souza-m,M,88KG,2005
1195,loser,Demian Maia,Demian Maia,athlete_demian-maia-m,M,88KG,2005
1232,winner,Ronaldo Souza,Ronaldo Souza,athlete_ronaldo-souza-m,M,ABS,2005
1232,loser,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,ABS,2005
35060,winner,Roosevelt Sousa,Roosevelt Sousa,athlete_roosevelt-sousa-m,M,+99KG,2022
35060,loser,Joao Gabriel Rocha,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m,M,+99KG,2022
35067,winner,Roosevelt Sousa,Roosevelt Sousa,athlete_roosevelt-sousa-m,M,+99KG,2022
35067,loser,Rida Haisam,Rida Haisam,athlete_rida-haisam-m,M,+99KG,2022
21842,winner,Adam Wardzinski,Adam Wardzinski,athlete_adam-wardzinski-m,M,88KG,2019
21842,loser,Michael Perez,Michael Perez,athlete_michael-perez-m,M,88KG,2019
2267,winner,Braulio Estima,Braulio Estima,athlete_braulio-estima-m,M,88KG,2009
2267,loser,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,88KG,2009
2269,winner,Braulio Estima,Braulio Estima,athlete_braulio-estima-m,M,88KG,2009
2269,loser,Andre Galvao,Andre Galvao,athlete_andre-galvao-m,M,88KG,2009
2303,winner,Braulio Estima,Braulio Estima,athlete_braulio-estima-m,M,ABS,2009
2303,loser,Marcelo Garcia,Marcelo Garcia,athlete_marcelo-garcia-m,M,ABS,2009
2306,winner,Braulio Estima,Braulio Estima,athlete_braulio-estima-m,M,ABS,2009
2306,loser,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,ABS,2009
3321,winner,Braulio Estima,Braulio Estima,athlete_braulio-estima-m,M,ABS,2011
3321,loser,Ronaldo Souza,Ronaldo Souza,athlete_ronaldo-souza-m,M,ABS,2011
13897,winner,Celso Vinicius,Celso Vinicius,athlete_celso-vinicius-m,M,77KG,2017
13897,loser,Enrico Cocco,Enrico Cocco,athlete_enrico-cocco-m,M,77KG,2017
21856,winner,Celso Vinicius,Celso Vinicius,athlete_celso-vinicius-m,M,77KG,2019
21856,loser,Edwin Najmi,Edwin Najmi,athlete_edwin-najmi-m,M,77KG,2019
3266,winner,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,77KG,2011
3266,loser,Augusto Mendes,Augusto Mendes,athlete_augusto-mendes-m,M,77KG,2011
7987,winner,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,ABS,2015
7987,loser,Gabriel Lucas,Gabriel Lucas,athlete_gabriel-lucas-m,M,ABS,2015
7994,winner,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,ABS,2015
7994,loser,Vinicius Magalhaes,Vinicius Magalhaes,athlete_vinicius-magalhaes-m,M,ABS,2015
7998,winner,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,ABS,2015
7998,loser,Yuri Simoes,Yuri Simoes,athlete_yuri-simoes-m,M,ABS,2015
7968,winner,Bruno Frazatto,Bruno Frazatto,athlete_bruno-frazatto-m,M,66KG,2015
7968,loser,Geovanny Martinez,Geovanny Martinez,athlete_geovanny-martinez-m,M,66KG,2015
13885,winner,Craig Jones,Craig Jones,athlete_craig-jones-m,M,88KG,2017
13885,loser,Murilo Santana,Murilo Santana,athlete_murilo-santana-m,M,88KG,2017
21845,winner,Craig Jones,Craig Jones,athlete_craig-jones-m,M,88KG,2019
21845,loser,Mason Fowler,Mason Fowler,athlete_mason-fowler-m,M,88KG,2019
21888,winner,Craig Jones,Craig Jones,athlete_craig-jones-m,M,88KG,2019
21888,loser,Jon Blank,Jon Blank,athlete_jon-blank-m,M,88KG,2019
35052,winner,Craig Jones,Craig Jones,athlete_craig-jones-m,M,99KG,2022
35052,loser,Kyle Boehm,Kyle Boehm,athlete_kyle-boehm-m,M,99KG,2022
35055,winner,Craig Jones,Craig Jones,athlete_craig-jones-m,M,99KG,2022
35055,loser,Nicholas Meregali,Nicholas Meregali,athlete_nicholas-meregali-m,M,99KG,2022
35078,winner,Brianna Ste-Marie,Brianna Ste-Marie,athlete_brianna-stemarie-f,F,60KG,2022
35078,loser,Bianca Basilio,Bianca Basilio,athlete_bianca-basilio-f,F,60KG,2022
21853,winner,Dante Leon,Dante Leon,athlete_dante-leon-m,M,77KG,2019
21853,loser,Jonathan Satava,Jonathan Satava,athlete_jonathan-satava-m,M,77KG,2019
21859,winner,Dante Leon,Dante Leon,athlete_dante-leon-m,M,77KG,2019
21859,loser,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2019
35025,winner,Dante Leon,Dante Leon,athlete_dante-leon-m,M,77KG,2022
35025,loser,Paul Schreiner,Paul Schreiner,athlete_paul-schreiner-m,M,77KG,2022
7953,winner,Davi Ramos,Davi Ramos,athlete_davi-ramos-m,M,77KG,2015
7953,loser,Gilbert Burns,Gilbert Burns,athlete_gilbert-burns-m,M,77KG,2015
7955,winner,Davi Ramos,Davi Ramos,athlete_davi-ramos-m,M,77KG,2015
7955,loser,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2015
798,winner,David Terrell,David Terrell,athlete_david-terrell-m,M,88KG,2003
798,loser,Ricardo Almeida,Ricardo Almeida,athlete_ricardo-almeida-m,M,88KG,2003
1701,winner,Demian Maia,Demian Maia,athlete_demian-maia-m,M,88KG,2007
1701,loser,Rafael Lovato Jr,Rafael Lovato Jr,athlete_rafael-lovato-jr-m,M,88KG,2007
1703,winner,Demian Maia,Demian Maia,athlete_demian-maia-m,M,88KG,2007
1703,loser,Tarsis Humpreys,Tarsis Humpreys,athlete_tarsis-humpreys-m,M,88KG,2007
34999,winner,Diego Oliveira,Diego Oliveira,athlete_diego-oliveira-m,M,66KG,2022
34999,loser,Keith Krikorian,Keith Krikorian,athlete_keith-krikorian-m,M,66KG,2022
35009,winner,Diego Oliveira,Diego Oliveira,athlete_diego-oliveira-m,M,66KG,2022
35009,loser,Joshua Cisneros,Joshua Cisneros,athlete_joshua-cisneros-m,M,66KG,2022
35002,winner,Diogo Reis,Diogo Reis,athlete_diogo-reis-m,M,66KG,2022
35002,loser,Fabricio Andrey,Fabricio Andrey,athlete_fabricio-andrey-m,M,66KG,2022
35007,winner,Diogo Reis,Diogo Reis,athlete_diogo-reis-m,M,66KG,2022
35007,loser,Joshua Cisneros,Joshua Cisneros,athlete_joshua-cisneros-m,M,66KG,2022
35008,winner,Diogo Reis,Diogo Reis,athlete_diogo-reis-m,M,66KG,2022
35008,loser,Gabriel Sousa,Gabriel Sousa,athlete_gabriel-sousa-m,M,66KG,2022
767,winner,Eddie Bravo,Eddie Bravo,athlete_eddie-bravo-m,M,66KG,2003
767,loser,Royler Gracie,Royler Gracie,athlete_royler-gracie-m,M,66KG,2003
826,winner,Dean Lister,Dean Lister,athlete_dean-lister-m,M,ABS,2003
826,loser,Marcio Cruz,Marcio Cruz,athlete_marcio-cruz-m,M,ABS,2003
3298,winner,Dean Lister,Dean Lister,athlete_dean-lister-m,M,99KG,2011
3298,loser,Joao Assis,Joao Assis,athlete_joao-assis-m,M,99KG,2011
5060,winner,Dean Lister,Dean Lister,athlete_dean-lister-m,M,ABS,2013
5060,loser,Joao Gabriel Rocha,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m,M,ABS,2013
13894,winner,DeAlonzio Jackson,DeAlonzio Jackson,athlete_dealonzio-jackson-m,M,77KG,2017
13894,loser,Leonardo Saggioro,Leonardo Saggioro,athlete_leonardo-saggioro-m,M,77KG,2017
21849,winner,DeAlonzio Jackson,DeAlonzio Jackson,athlete_dealonzio-jackson-m,M,77KG,2019
21849,loser,John Combs,John Combs,athlete_john-combs-m,M,77KG,2019
21843,winner,Gabriel Arges,Gabriel Arges,athlete_gabriel-arges-m,M,88KG,2019
21843,loser,Alec Baulding,Alec Baulding,athlete_alec-baulding-m,M,88KG,2019
34996,winner,Gabriel Sousa,Gabriel Sousa,athlete_gabriel-sousa-m,M,66KG,2022
34996,loser,Ruan Alvarenga,Ruan Alvarenga,athlete_ruan-alvarenga-m,M,66KG,2022
35005,winner,Gabriel Sousa,Gabriel Sousa,athlete_gabriel-sousa-m,M,66KG,2022
35005,loser,Jeremy Skinner,Jeremy Skinner,athlete_jeremy-skinner-m,M,66KG,2022
7943,winner,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2015
7943,loser,Dillon Danis,Dillon Danis,athlete_dillon-danis-m,M,77KG,2015
13903,winner,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2017
13903,loser,Marcelo Mafra,Marcelo Mafra,athlete_marcelo-mafra-m,M,77KG,2017
21858,winner,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2019
21858,loser,Renato Forasieppi Canuto,Renato Forasieppi Canuto,athlete_renato-forasieppi-canuto-m,M,77KG,2019
21894,winner,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2019
21894,loser,Dante Leon,Dante Leon,athlete_dante-leon-m,M,77KG,2019
21906,winner,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,ABS,2019
21906,loser,Edwin Najmi,Edwin Najmi,athlete_edwin-najmi-m,M,ABS,2019
35028,winner,Giancarlo Bodoni,Giancarlo Bodoni,athlete_giancarlo-bodoni-m,M,88KG,2022
35028,loser,Isaque Bahiense,Isaque Bahiense,athlete_isaque-bahiense-m,M,88KG,2022
35040,winner,Giancarlo Bodoni,Giancarlo Bodoni,athlete_giancarlo-bodoni-m,M,88KG,2022
35040,loser,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,88KG,2022
35094,winner,Giancarlo Bodoni,Giancarlo Bodoni,athlete_giancarlo-bodoni-m,M,ABS,2022
35094,loser,Rida Haisam,Rida Haisam,athlete_rida-haisam-m,M,ABS,2022
7959,winner,Gianni Grippo,Gianni Grippo,athlete_gianni-grippo-m,M,66KG,2015
7959,loser,Gabriel Marangoni,Gabriel Marangoni,athlete_gabriel-marangoni-m,M,66KG,2015
7946,winner,Gilbert Burns,Gilbert Burns,athlete_gilbert-burns-m,M,77KG,2015
7946,loser,Lachlan Giles,Lachlan Giles,athlete_lachlan-giles-m,M,77KG,2015
13883,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,88KG,2017
13883,loser,Dillon Danis,Dillon Danis,athlete_dillon-danis-m,M,88KG,2017
13887,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,88KG,2017
13887,loser,Romulo Barral,Romulo Barral,athlete_romulo-barral-m,M,88KG,2017
13891,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,88KG,2017
13891,loser,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,88KG,2017
13931,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2017
13931,loser,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,ABS,2017
13935,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2017
13935,loser,Craig Jones,Craig Jones,athlete_craig-jones-m,M,ABS,2017
13936,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2017
13936,loser,Mahamed Aly,Mahamed Aly,athlete_mahamed-aly-m,M,ABS,2017
21833,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,99KG,2019
21833,loser,Tim Spriggs,Tim Spriggs,athlete_tim-spriggs-m,M,99KG,2019
21885,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,99KG,2019
21885,loser,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,99KG,2019
21903,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2019
21903,loser,Pedro Marinho,Pedro Marinho,athlete_pedro-marinho-m,M,ABS,2019
21910,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2019
21910,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,ABS,2019
21915,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,ABS,2019
21915,loser,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2019
35070,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,+99KG,2022
35070,loser,Roosevelt Sousa,Roosevelt Sousa,athlete_roosevelt-sousa-m,M,+99KG,2022
35072,winner,Gordon Ryan,Gordon Ryan,athlete_gordon-ryan-m,M,+99KG,2022
35072,loser,Nick Rodriguez,Nick Rodriguez,athlete_nick-rodriguez-m,M,+99KG,2022
2229,winner,Justin Rader,Justin Rader,athlete_justin-rader-m,M,66KG,2009
2229,loser,Baret Yoshida,Baret Yoshida,athlete_baret-yoshida-m,M,66KG,2009
4989,winner,Justin Rader,Justin Rader,athlete_justin-rader-m,M,66KG,2013
4989,loser,Joao Miyao,Joao Miyao,athlete_joao-miyao-m,M,66KG,2013
5006,winner,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,88KG,2013
5006,loser,Clark Gracie,Clark Gracie,athlete_clark-gracie-m,M,88KG,2013
5020,winner,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,88KG,2013
5020,loser,Pablo Popovitch,Pablo Popovitch,athlete_pablo-popovitch-m,M,88KG,2013
5064,winner,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,ABS,2013
5064,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,ABS,2013
7933,winner,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,88KG,2015
7933,loser,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,88KG,2015
13888,winner,Keenan Cornelius,Keenan Cornelius,athlete_keenan-cornelius-m,M,88KG,2017
13888,loser,Craig Jones,Craig Jones,athlete_craig-jones-m,M,88KG,2017
3265,winner,Kron Gracie,Kron Gracie,athlete_kron-gracie-m,M,77KG,2011
3265,loser,Murilo Santana,Murilo Santana,athlete_murilo-santana-m,M,77KG,2011
3291,winner,Kron Gracie,Kron Gracie,athlete_kron-gracie-m,M,77KG,2011
3291,loser,Claudio Calasans,Claudio Calasans,athlete_claudio-calasans-m,M,77KG,2011
5002,winner,Kron Gracie,Kron Gracie,athlete_kron-gracie-m,M,77KG,2013
5002,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2013
7951,winner,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2015
7951,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,77KG,2015
13900,winner,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2017
13900,loser,Mansher Khera,Mansher Khera,athlete_mansher-khera-m,M,77KG,2017
21854,winner,Lucas Lepri,Lucas Lepri,athlete_lucas-lepri-m,M,77KG,2019
21854,loser,Lachlan Giles,Lachlan Giles,athlete_lachlan-giles-m,M,77KG,2019
21826,winner,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,99KG,2019
21826,loser,Perttu Tepponen,Perttu Tepponen,athlete_perttu-tepponen-m,M,99KG,2019
21834,winner,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,99KG,2019
21834,loser,Patrick Gaudio,Patrick Gaudio,athlete_patrick-gaudio-m,M,99KG,2019
35027,winner,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,88KG,2022
35027,loser,Santeri Lilius,Santeri Lilius,athlete_santeri-lilius-m,M,88KG,2022
35035,winner,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,88KG,2022
35035,loser,Josh Hinger,Josh Hinger,athlete_josh-hinger-m,M,88KG,2022
35039,winner,Lucas Daniel Barbosa,Lucas Daniel Barbosa,athlete_lucas-daniel-barbosa-m,M,88KG,2022
35039,loser,Vagner Rocha,Vagner Rocha,athlete_vagner-rocha-m,M,88KG,2022
21844,winner,Matheus Diniz,Matheus Diniz,athlete_matheus-diniz-m,M,88KG,2019
21844,loser,Pedro Marinho,Pedro Marinho,athlete_pedro-marinho-m,M,88KG,2019
21848,winner,Matheus Diniz,Matheus Diniz,athlete_matheus-diniz-m,M,88KG,2019
21848,loser,Gabriel Arges,Gabriel Arges,athlete_gabriel-arges-m,M,88KG,2019
21889,winner,Matheus Diniz,Matheus Diniz,athlete_matheus-diniz-m,M,88KG,2019
21889,loser,Josh Hinger,Josh Hinger,athlete_josh-hinger-m,M,88KG,2019
21891,winner,Matheus Diniz,Matheus Diniz,athlete_matheus-diniz-m,M,88KG,2019
21891,loser,Craig Jones,Craig Jones,athlete_craig-jones-m,M,88KG,2019
21865,winner,Matheus Gabriel Barros,Matheus Gabriel Barros,athlete_matheus-gabriel-barros-m,M,66KG,2019
21865,loser,Geovanny Martinez,Geovanny Martinez,athlete_geovanny-martinez-m,M,66KG,2019
427,winner,Marcio Feitosa,Marcio Feitosa,athlete_marcio-feitosa-m,M,77KG,2000
427,loser,Leonardo Vieira,Leonardo Vieira,athlete_leonardo-vieira-m,M,77KG,2000
516,winner,Marcio Feitosa,Marcio Feitosa,athlete_marcio-feitosa-m,M,77KG,2001
516,loser,Rodrigo Gracie,Rodrigo Gracie,athlete_rodrigo-gracie-m,M,77KG,2001
5050,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,+99KG,2013
5050,loser,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2013
5052,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,+99KG,2013
5052,loser,Joao Gabriel Rocha,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m,M,+99KG,2013
5061,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2013
5061,loser,Gary Tonon,Gary Tonon,athlete_gary-tonon-m,M,ABS,2013
5063,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2013
5063,loser,Dean Lister,Dean Lister,athlete_dean-lister-m,M,ABS,2013
13853,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,+99KG,2017
13853,loser,Tim Spriggs,Tim Spriggs,athlete_tim-spriggs-m,M,+99KG,2017
13857,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,+99KG,2017
13857,loser,Roberto Abreu,Roberto Abreu,athlete_roberto-abreu-m,M,+99KG,2017
13859,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,+99KG,2017
13859,loser,Orlando Sanchez,Orlando Sanchez,athlete_orlando-sanchez-m,M,+99KG,2017
13938,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,ABS,2017
13938,loser,Mahamed Aly,Mahamed Aly,athlete_mahamed-aly-m,M,ABS,2017
21815,winner,Marcus Almeida,Marcus Almeida,athlete_marcus-almeida-m,M,+99KG,2019
21815,loser,Antonio Braga Neto,Antonio Braga Neto,athlete_antonio-braga-neto-m,M,+99KG,2019
