match_id,role,raw_name,canonical_athlete_id
13874,loser,Rafael Lovato Jr,athlete_rafael-lovato-jr-m
21829,winner,James Puopolo,athlete_james-puopolo-m
21829,loser,Aaron Johnson,athlete_aaron-johnson-m
1183,winner,Jake Shields,athlete_jake-shields-m
1183,loser,Leonardo Santos,athlete_leonardo-santos-m
425,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
425,loser,Leonardo Vieira,athlete_leonardo-vieira-m
564,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
564,loser,Marcio Cruz,athlete_marcio-cruz-m
4986,winner,Joao Miyao,athlete_joao-miyao-m
4986,loser,Ricardo Vieira,athlete_ricardo-vieira-m
5049,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
5049,loser,Jared Dopp,athlete_jared-dopp-m
7903,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
7903,loser,Abraham Marte Messina,athlete_abraham-marte-messina-m
7996,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
7996,loser,Vagner Rocha,athlete_vagner-rocha-m
3287,winner,Joao Assis,athlete_joao-assis-m
3287,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
7992,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
7992,loser,AJ Agazarm,athlete_aj-agazarm-m
21846,winner,Jon Blank,athlete_jon-blank-m
21846,loser,Murilo Santana,athlete_murilo-santana-m
3320,winner,Jose Mario Sperry,athlete_jose-mario-sperry-m
3320,loser,Renzo Gracie,athlete_renzo-gracie-m
21840,winner,Josh Hinger,athlete_josh-hinger-m
21840,loser,Gabriel Almeida,athlete_gabriel-almeida-m
21847,winner,Josh Hinger,athlete_josh-hinger-m
21847,loser,Adam Wardzinski,athlete_adam-wardzinski-m
21890,winner,Josh Hinger,athlete_josh-hinger-m
21890,loser,Jon Blank,athlete_jon-blank-m
35033,winner,Josh Hinger,athlete_josh-hinger-m
35033,loser,Tye Ruotolo,athlete_tye-ruotolo-m
35000,winner,Joshua Cisneros,athlete_joshua-cisneros-m
35000,loser,Ethan Crelinsten,athlete_ethan-crelinsten-m
35003,winner,Joshua Cisneros,athlete_joshua-cisneros-m
35003,loser,Sam McNally,athlete_sam-mcnally-m
3235,winner,Jonathan Torres,athlete_jonathan-torres-m
3235,loser,Clark Gracie,athlete_clark-gracie-m
5000,winner,Jonathan Torres,athlete_jonathan-torres-m
5000,loser,Lucas Lepri,athlete_lucas-lepri-m
13896,winner,Jonathan Torres,athlete_jonathan-torres-m
13896,loser,Lachlan Giles,athlete_lachlan-giles-m
13902,winner,Jonathan Torres,athlete_jonathan-torres-m
13902,loser,Celso Vinicius,athlete_celso-vinicius-m
13905,winner,Jonathan Torres,athlete_jonathan-torres-m
13905,loser,Gary Tonon,athlete_gary-tonon-m
21850,winner,Jonathan Torres,athlete_jonathan-torres-m
21850,loser,Ross Nicholls,athlete_ross-nicholls-m
21892,winner,Jonathan Torres,athlete_jonathan-torres-m
21892,loser,Gary Tonon,athlete_gary-tonon-m
21895,winner,Jonathan Torres,athlete_jonathan-torres-m
21895,loser,Vagner Rocha,athlete_vagner-rocha-m
35016,winner,Kade Ruotolo,athlete_kade-ruotolo-m
35016,loser,Lachlan Giles,athlete_lachlan-giles-m
35019,winner,Kade Ruotolo,athlete_kade-ruotolo-m
35019,loser,Roberto Jimenez,athlete_roberto-jimenez-m
35023,winner,Kade Ruotolo,athlete_kade-ruotolo-m
35023,loser,Paul Schreiner,athlete_paul-schreiner-m
21818,winner,Kaynan Duarte,athlete_kaynan-duarte-m
21818,loser,Eldar Rafigaev,athlete_eldar-rafigaev-m
21823,winner,Kaynan Duarte,athlete_kaynan-duarte-m
21823,loser,Yuri Simoes,athlete_yuri-simoes-m
21882,winner,Kaynan Duarte,athlete_kaynan-duarte-m
21882,loser,Marcus Almeida,athlete_marcus-almeida-m
21884,winner,Kaynan Duarte,athlete_kaynan-duarte-m
21884,loser,Nick Rodriguez,athlete_nick-rodriguez-m
35050,winner,Kaynan Duarte,athlete_kaynan-duarte-m
35050,loser,Elder Cruz,athlete_elder-cruz-m
35054,winner,Kaynan Duarte,athlete_kaynan-duarte-m
35054,loser,Rafael Lovato Jr,athlete_rafael-lovato-jr-m
35001,winner,Kennedy Maciel,athlete_kennedy-maciel-m
35001,loser,Geovanny Martinez,athlete_geovanny-martinez-m
35046,winner,Kyle Boehm,athlete_kyle-boehm-m
35046,loser,Devhonte Johnson,athlete_devhonte-johnson-m
21905,winner,Lachlan Giles,athlete_lachlan-giles-m
21905,loser,Kaynan Duarte,athlete_kaynan-duarte-m
21914,winner,Lachlan Giles,athlete_lachlan-giles-m
21914,loser,Mahamed Aly,athlete_mahamed-aly-m
513,winner,Leonardo Santos,athlete_leonardo-santos-m
513,loser,Leonardo Vieira,athlete_leonardo-vieira-m
519,winner,Leonardo Santos,athlete_leonardo-santos-m
519,loser,Rodrigo Gracie,athlete_rodrigo-gracie-m
420,winner,Leonardo Vieira,athlete_leonardo-vieira-m
420,loser,Vitor Ribeiro,athlete_vitor-ribeiro-m
766,winner,Leonardo Vieira,athlete_leonardo-vieira-m
766,loser,Rany Yahya,athlete_rany-yahya-m
772,winner,Leonardo Vieira,athlete_leonardo-vieira-m
772,loser,Baret Yoshida,athlete_baret-yoshida-m
1168,winner,Leonardo Vieira,athlete_leonardo-vieira-m
1168,loser,Rany Yahya,athlete_rany-yahya-m
1678,winner,Leonardo Vieira,athlete_leonardo-vieira-m
1678,loser,Jeff Glover,athlete_jeff-glover-m
3283,winner,Leonardo Vieira,athlete_leonardo-vieira-m
3283,loser,Claudio Calasans,athlete_claudio-calasans-m
2239,winner,Leonardo Vieira,athlete_leonardo-vieira-m
2239,loser,Ryan Hall,athlete_ryan-hall-m
3267,winner,Leonardo Vieira,athlete_leonardo-vieira-m
3267,loser,Jonathan Torres,athlete_jonathan-torres-m
5001,winner,Leonardo Vieira,athlete_leonardo-vieira-m
5001,loser,AJ Agazarm,athlete_aj-agazarm-m
781,winner,Marcelo Garcia,athlete_marcelo-garcia-m
781,loser,Renzo Gracie,athlete_renzo-gracie-m
782,winner,Marcelo Garcia,athlete_marcelo-garcia-m
782,loser,Vitor Ribeiro,athlete_vitor-ribeiro-m
1182,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1182,loser,Leonardo Santos,athlete_leonardo-santos-m
1184,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1184,loser,Pablo Popovitch,athlete_pablo-popovitch-m
1222,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1222,loser,Ricco Rodriguez,athlete_ricco-rodriguez-m
1692,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1692,loser,Pablo Popovitch,athlete_pablo-popovitch-m
3282,winner,Marcelo Garcia,athlete_marcelo-garcia-m
3282,loser,Kron Gracie,athlete_kron-gracie-m
556,winner,Marcio Cruz,athlete_marcio-cruz-m
556,loser,Ricco Rodriguez,athlete_ricco-rodriguez-m
560,winner,Marcio Cruz,athlete_marcio-cruz-m
560,loser,Roberto Traven,athlete_roberto-traven-m
815,winner,Marcio Cruz,athlete_marcio-cruz-m
815,loser,Fabricio Werdum,athlete_fabricio-werdum-m
822,winner,Marcio Cruz,athlete_marcio-cruz-m
822,loser,Marcelo Garcia,athlete_marcelo-garcia-m
21841,winner,Mason Fowler,athlete_mason-fowler-m
21841,loser,Valdir Araujo Junior,athlete_valdir-araujo-junior-m
35031,winner,Mason Fowler,athlete_mason-fowler-m
35031,loser,Alexandre Jesus,athlete_alexandre-jesus-m
517,winner,Matt Serra,athlete_matt-serra-m
517,loser,Leonardo Santos,athlete_leonardo-santos-m
35021,winner,Micael Galvao,athlete_micael-galvao-m
35021,loser,Renato Forasieppi Canuto,athlete_renato-forasieppi-canuto-m
35022,winner,Micael Galvao,athlete_micael-galvao-m
35022,loser,Dante Leon,athlete_dante-leon-m
1234,winner,Marcelo Garcia,athlete_marcelo-garcia-m
1234,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
35095,winner,Nicholas Meregali,athlete_nicholas-meregali-m
35095,loser,Vinicius Ferreira,athlete_vinicius-ferreira-m
3317,winner,Pablo Popovitch,athlete_pablo-popovitch-m
3317,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
35018,winner,Paul Schreiner,athlete_paul-schreiner-m
35018,loser,Jonathan Torres,athlete_jonathan-torres-m
5018,winner,Rafael Lovato Jr,athlete_rafael-lovato-jr-m
5018,loser,Pablo Popovitch,athlete_pablo-popovitch-m
13869,winner,Rafael Lovato Jr,athlete_rafael-lovato-jr-m
13869,loser,Mahamed Aly,athlete_mahamed-aly-m
35084,winner,Rafaela Guedes,athlete_rafaela-guedes-f
35084,loser,Eleftheria Christodoulou,athlete_eleftheria-christodoulou-f
35085,winner,Rafaela Guedes,athlete_rafaela-guedes-f
35085,loser,Kendall Reusing,athlete_kendall-reusing-f
1166,winner,Rany Yahya,athlete_rany-yahya-m
1166,loser,Marcio Feitosa,athlete_marcio-feitosa-m
1680,winner,Rany Yahya,athlete_rany-yahya-m
1680,loser,Baret Yoshida,athlete_baret-yoshida-m
1681,winner,Rany Yahya,athlete_rany-yahya-m
1681,loser,Leonardo Vieira,athlete_leonardo-vieira-m
2236,winner,Rany Yahya,athlete_rany-yahya-m
2236,loser,Jeff Glover,athlete_jeff-glover-m
424,winner,Renzo Gracie,athlete_renzo-gracie-m
424,loser,Marcio Feitosa,athlete_marcio-feitosa-m
426,winner,Renzo Gracie,athlete_renzo-gracie-m
426,loser,Jean Jacques Machado,athlete_jean-jacques-machado-m
462,winner,Ricardo Almeida,athlete_ricardo-almeida-m
462,loser,Vitor Ribeiro,athlete_vitor-ribeiro-m
465,winner,Ricardo Almeida,athlete_ricardo-almeida-m
465,loser,Rodrigo Medeiros,athlete_rodrigo-medeiros-m
543,winner,Ricardo Almeida,athlete_ricardo-almeida-m
543,loser,Dean Lister,athlete_dean-lister-m
546,winner,Ricardo Arona,athlete_ricardo-arona-m
546,loser,Ricardo Almeida,athlete_ricardo-almeida-m
570,winner,Ricardo Arona,athlete_ricardo-arona-m
570,loser,Jean Jacques Machado,athlete_jean-jacques-machado-m
434,winner,Ricardo Liborio,athlete_ricardo-liborio-m
434,loser,Roberto Magalhaes,athlete_roberto-magalhaes-m
438,winner,Ricardo Liborio,athlete_ricardo-liborio-m
438,loser,Jorge Patino,athlete_jorge-patino-m
565,winner,Ricardo Arona,athlete_ricardo-arona-m
565,loser,Saulo Ribeiro,athlete_saulo-ribeiro-m
21867,winner,Richard Alarcon,athlete_richard-alarcon-m
21867,loser,Gianni Grippo,athlete_gianni-grippo-m
35098,winner,Roberto Abreu,athlete_roberto-abreu-m
35098,loser,Victor Hugo,athlete_victor-hugo-m
3261,winner,Robson Moura,athlete_robson-moura-m
3261,loser,Ryan Hall,athlete_ryan-hall-m
808,winner,Roger Gracie,athlete_roger-gracie-m
808,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
1233,winner,Roger Gracie,athlete_roger-gracie-m
1233,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
5017,winner,Romulo Barral,athlete_romulo-barral-m
5017,loser,Lucas Leite,athlete_lucas-leite-m
3284,winner,Rousimar Palhares,athlete_rousimar-palhares-m
3284,loser,Rafael Lovato Jr,athlete_rafael-lovato-jr-m
313,winner,Royler Gracie,athlete_royler-gracie-m
313,loser,Alexandre de Freitas,athlete_alexandre-de-freitas-m
502,winner,Royler Gracie,athlete_royler-gracie-m
502,loser,Robson Moura,athlete_robson-moura-m
773,winner,Royler Gracie,athlete_royler-gracie-m
773,loser,Alexandre de Freitas,athlete_alexandre-de-freitas-m
2241,winner,Rubens Charles,athlete_rubens-charles-m
2241,loser,Rany Yahya,athlete_rany-yahya-m
3262,winner,Rubens Charles,athlete_rubens-charles-m
3262,loser,Baret Yoshida,athlete_baret-yoshida-m
3280,winner,Rubens Charles,athlete_rubens-charles-m
3280,loser,Jeff Glover,athlete_jeff-glover-m
4983,winner,Rubens Charles,athlete_rubens-charles-m
4983,loser,Marcio Andre Barbosa Junior,athlete_marcio-andre-barbosa-junior-m
7969,winner,Rubens Charles,athlete_rubens-charles-m
7969,loser,Augusto Mendes,athlete_augusto-mendes-m
34995,winner,Sam McNally,athlete_sam-mcnally-m
34995,loser,Gary Tonon,athlete_gary-tonon-m
440,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
440,loser,Ricardo Liborio,athlete_ricardo-liborio-m
530,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
530,loser,Antonio Schembri,athlete_antonio-schembri-m
796,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
796,loser,David Terrell,athlete_david-terrell-m
1189,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
1189,loser,Jorge Patino,athlete_jorge-patino-m
2289,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
2289,loser,Romulo Barral,athlete_romulo-barral-m
3310,winner,Sergio Moraes,athlete_sergio-moraes-m
3310,loser,Antonio Braga Neto,athlete_antonio-braga-neto-m
1705,winner,Tarsis Humpreys,athlete_tarsis-humpreys-m
1705,loser,Romulo Barral,athlete_romulo-barral-m
13920,winner,Rubens Charles,athlete_rubens-charles-m
13920,loser,Paulo Miyao,athlete_paulo-miyao-m
7971,winner,Rubens Charles,athlete_rubens-charles-m
7971,loser,Bruno Frazatto,athlete_bruno-frazatto-m
13901,winner,Vagner Rocha,athlete_vagner-rocha-m
13901,loser,DeAlonzio Jackson,athlete_dealonzio-jackson-m
13906,winner,Vagner Rocha,athlete_vagner-rocha-m
13906,loser,Gary Tonon,athlete_gary-tonon-m
21860,winner,Vagner Rocha,athlete_vagner-rocha-m
21860,loser,Celso Vinicius,athlete_celso-vinicius-m
35037,winner,Vagner Rocha,athlete_vagner-rocha-m
35037,loser,Pedro Marinho,athlete_pedro-marinho-m
3307,winner,Victor Estima,athlete_victor-estima-m
3307,loser,Joao Assis,athlete_joao-assis-m
21814,winner,Victor Hugo,athlete_victor-hugo-m
21814,loser,Jared Dopp,athlete_jared-dopp-m
21886,winner,Vinicius Ferreira,athlete_vinicius-ferreira-m
21886,loser,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
35044,winner,Vinicius Ferreira,athlete_vinicius-ferreira-m
35044,loser,Paul Ardila-Ibarra,athlete_paul-ardilaibarra-m
2277,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
2277,loser,Marcio Cruz,athlete_marcio-cruz-m
3299,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
3299,loser,Fabricio Werdum,athlete_fabricio-werdum-m
7907,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
7907,loser,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
7986,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
7986,loser,Gary Tonon,athlete_gary-tonon-m
779,winner,Vitor Ribeiro,athlete_vitor-ribeiro-m
779,loser,Pablo Popovitch,athlete_pablo-popovitch-m
2307,winner,Braulio Estima,athlete_braulio-estima-m
2307,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
21877,winner,Bianca Basilio,athlete_bianca-basilio-f
21877,loser,Ffion Davies,athlete_ffion-davies-f
1192,winner,Demian Maia,athlete_demian-maia-m
1192,loser,Saulo Ribeiro,athlete_saulo-ribeiro-m
35004,winner,Diego Oliveira,athlete_diego-oliveira-m
35004,loser,Kennedy Maciel,athlete_kennedy-maciel-m
35006,winner,Gabriel Sousa,athlete_gabriel-sousa-m
35006,loser,Diego Oliveira,athlete_diego-oliveira-m
7954,winner,Gilbert Burns,athlete_gilbert-burns-m
7954,loser,Otavio Sousa,athlete_otavio-sousa-m
13889,winner,Gordon Ryan,athlete_gordon-ryan-m
13889,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
21887,winner,Gordon Ryan,athlete_gordon-ryan-m
21887,loser,Vinicius Ferreira,athlete_vinicius-ferreira-m
35066,winner,Gordon Ryan,athlete_gordon-ryan-m
35066,loser,Victor Hugo,athlete_victor-hugo-m
5003,winner,Kron Gracie,athlete_kron-gracie-m
5003,loser,Jonathan Torres,athlete_jonathan-torres-m
5005,winner,Kron Gracie,athlete_kron-gracie-m
5005,loser,Otavio Sousa,athlete_otavio-sousa-m
518,winner,Marcio Feitosa,athlete_marcio-feitosa-m
518,loser,Matt Serra,athlete_matt-serra-m
13932,winner,Marcus Almeida,athlete_marcus-almeida-m
13932,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
35015,winner,Renato Forasieppi Canuto,athlete_renato-forasieppi-canuto-m
35015,loser,Nicky Ryan,athlete_nicky-ryan-m
3220,winner,Rafael Mendes,athlete_rafael-mendes-m
3220,loser,Bruno Frazatto,athlete_bruno-frazatto-m
21866,winner,Tye Ruotolo,athlete_tye-ruotolo-m
21866,loser,Bruno Frazatto,athlete_bruno-frazatto-m
770,winner,Leonardo Vieira,athlete_leonardo-vieira-m
770,loser,Eddie Bravo,athlete_eddie-bravo-m
5034,winner,Joao Assis,athlete_joao-assis-m
5034,loser,Leonardo Nogueira,athlete_leonardo-nogueira-m
35024,winner,Kade Ruotolo,athlete_kade-ruotolo-m
35024,loser,Micael Galvao,athlete_micael-galvao-m
34994,winner,Diogo Reis,athlete_diogo-reis-m
34994,loser,Ashley Williams,athlete_ashley-williams-m
35034,winner,Giancarlo Bodoni,athlete_giancarlo-bodoni-m
35034,loser,Matheus Diniz,athlete_matheus-diniz-m
21913,winner,Gordon Ryan,athlete_gordon-ryan-m
21913,loser,Lachlan Giles,athlete_lachlan-giles-m
35103,winner,Gordon Ryan,athlete_gordon-ryan-m
35103,loser,Andre Galvao,athlete_andre-galvao-m
4981,winner,Justin Rader,athlete_justin-rader-m
4981,loser,Augusto Mendes,athlete_augusto-mendes-m
13904,winner,Lucas Lepri,athlete_lucas-lepri-m
13904,loser,Vagner Rocha,athlete_vagner-rocha-m
21908,winner,Marcus Almeida,athlete_marcus-almeida-m
21908,loser,Aaron Johnson,athlete_aaron-johnson-m
3295,winner,Rafael Mendes,athlete_rafael-mendes-m
3295,loser,Rubens Charles,athlete_rubens-charles-m
7967,winner,Geovanny Martinez,athlete_geovanny-martinez-m
7967,loser,Jeff Glover,athlete_jeff-glover-m
35063,winner,Max Gimenis,athlete_max-gimenis-m
35063,loser,Orlando Sanchez,athlete_orlando-sanchez-m
804,winner,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
804,loser,Dean Lister,athlete_dean-lister-m
13913,winner,AJ Agazarm,athlete_aj-agazarm-m
13913,loser,Nicky Ryan,athlete_nicky-ryan-m
3285,winner,Andre Galvao,athlete_andre-galvao-m
3285,loser,Pablo Popovitch,athlete_pablo-popovitch-m
13956,winner,Andre Galvao,athlete_andre-galvao-m
13956,loser,Claudio Calasans,athlete_claudio-calasans-m
13912,winner,Augusto Mendes,athlete_augusto-mendes-m
13912,loser,Yuta Shimada,athlete_yuta-shimada-m
35068,winner,Felipe Pena,athlete_felipe-pena-m
35068,loser,Max Gimenis,athlete_max-gimenis-m
3290,winner,Jeff Glover,athlete_jeff-glover-m
3290,loser,Robson Moura,athlete_robson-moura-m
5036,winner,Joao Assis,athlete_joao-assis-m
5036,loser,Dean Lister,athlete_dean-lister-m
34997,winner,Jeremy Skinner,athlete_jeremy-skinner-m
34997,loser,AJ Agazarm,athlete_aj-agazarm-m
13907,winner,Jonathan Torres,athlete_jonathan-torres-m
13907,loser,Lucas Lepri,athlete_lucas-lepri-m
21857,winner,Jonathan Torres,athlete_jonathan-torres-m
21857,loser,DeAlonzio Jackson,athlete_dealonzio-jackson-m
35056,winner,Kaynan Duarte,athlete_kaynan-duarte-m
35056,loser,Craig Jones,athlete_craig-jones-m
21897,winner,Kennedy Maciel,athlete_kennedy-maciel-m
21897,loser,Tye Ruotolo,athlete_tye-ruotolo-m
21911,winner,Lachlan Giles,athlete_lachlan-giles-m
21911,loser,Patrick Gaudio,athlete_patrick-gaudio-m
3264,winner,Marcelo Garcia,athlete_marcelo-garcia-m
3264,loser,Victor Estima,athlete_victor-estima-m
13899,winner,Marcelo Mafra,athlete_marcelo-mafra-m
13899,loser,Oliver Taza,athlete_oliver-taza-m
514,winner,Matt Serra,athlete_matt-serra-m
514,loser,Jean Jacques Machado,athlete_jean-jacques-machado-m
35013,winner,Micael Galvao,athlete_micael-galvao-m
35013,loser,Oliver Taza,athlete_oliver-taza-m
7940,winner,Otavio Sousa,athlete_otavio-sousa-m
7940,loser,AJ Agazarm,athlete_aj-agazarm-m
21870,winner,Paulo Miyao,athlete_paulo-miyao-m
21870,loser,Nicky Ryan,athlete_nicky-ryan-m
342,winner,Ricardo Almeida,athlete_ricardo-almeida-m
342,loser,Rigan Machado,athlete_rigan-machado-m
7921,winner,Rodolfo Vieira,athlete_rodolfo-vieira-m
7921,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
13882,winner,Romulo Barral,athlete_romulo-barral-m
13882,loser,Kit Dale,athlete_kit-dale-m
413,winner,Royler Gracie,athlete_royler-gracie-m
413,loser,Alexandre de Freitas,athlete_alexandre-de-freitas-m
4990,winner,Rubens Charles,athlete_rubens-charles-m
4990,loser,Rafael Mendes,athlete_rafael-mendes-m
794,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
794,loser,Rodrigo Medeiros,athlete_rodrigo-medeiros-m
797,winner,Saulo Ribeiro,athlete_saulo-ribeiro-m
797,loser,Ronaldo Souza,athlete_ronaldo-souza-m
4988,winner,Rubens Charles,athlete_rubens-charles-m
4988,loser,Justin Rader,athlete_justin-rader-m
7991,winner,Vagner Rocha,athlete_vagner-rocha-m
7991,loser,Romulo Barral,athlete_romulo-barral-m
21893,winner,Vagner Rocha,athlete_vagner-rocha-m
21893,loser,Dante Leon,athlete_dante-leon-m
35091,winner,Victor Hugo,athlete_victor-hugo-m
35091,loser,Fabricio Andrey,athlete_fabricio-andrey-m
21832,winner,Vinicius Ferreira,athlete_vinicius-ferreira-m
21832,loser,Paul Ardila-Ibarra,athlete_paul-ardilaibarra-m
21836,winner,Vinicius Ferreira,athlete_vinicius-ferreira-m
21836,loser,Jackson Sousa,athlete_jackson-sousa-m
2273,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
2273,loser,Rodrigo Cavaca,athlete_rodrigo-cavaca-m
2296,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
2296,loser,Dean Lister,athlete_dean-lister-m
21835,winner,Vinicius Magalhaes,athlete_vinicius-magalhaes-m
21835,loser,James Puopolo,athlete_james-puopolo-m
13898,winner,Gary Tonon,athlete_gary-tonon-m
13898,loser,Felipe Cesar,athlete_felipe-cesar-m
2238,winner,Rafael Mendes,athlete_rafael-mendes-m
2238,loser,Justin Rader,athlete_justin-rader-m
3260,winner,Rafael Mendes,athlete_rafael-mendes-m
3260,loser,Justin Rader,athlete_justin-rader-m
21862,winner,Nicky Ryan,athlete_nicky-ryan-m
21862,loser,Shane Hill-Taylor,athlete_shane-hilltaylor-m
1229,winner,Roger Gracie,athlete_roger-gracie-m
1229,loser,Fabricio Werdum,athlete_fabricio-werdum-m
13877,winner,Craig Jones,athlete_craig-jones-m
13877,loser,Leandro Lo,athlete_leandro-lo-m
3286,winner,Dean Lister,athlete_dean-lister-m
3286,loser,Rodolfo Vieira,athlete_rodolfo-vieira-m
7906,winner,Jared Dopp,athlete_jared-dopp-m
7906,loser,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
35093,winner,Tye Ruotolo,athlete_tye-ruotolo-m
35093,loser,Pedro Marinho,athlete_pedro-marinho-m
35045,winner,Craig Jones,athlete_craig-jones-m
35045,loser,Joao Costa,athlete_joao-costa-m
21901,winner,Aaron Johnson,athlete_aaron-johnson-m
21901,loser,Jon Blank,athlete_jon-blank-m
1660,winner,Andre Galvao,athlete_andre-galvao-m
1660,loser,Baret Yoshida,athlete_baret-yoshida-m
7997,winner,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
7997,loser,Rodolfo Vieira,athlete_rodolfo-vieira-m
3234,winner,Leonardo Vieira,athlete_leonardo-vieira-m
3234,loser,Enrico Cocco,athlete_enrico-cocco-m
404,winner,Royler Gracie,athlete_royler-gracie-m
404,loser,Baret Yoshida,athlete_baret-yoshida-m
504,winner,Royler Gracie,athlete_royler-gracie-m
504,loser,Baret Yoshida,athlete_baret-yoshida-m
1657,winner,Tarsis Humpreys,athlete_tarsis-humpreys-m
1657,loser,Braulio Estima,athlete_braulio-estima-m
21855,winner,Vagner Rocha,athlete_vagner-rocha-m
21855,loser,Servio Tulio,athlete_servio-tulio-m
21821,winner,Marcus Almeida,athlete_marcus-almeida-m
21821,loser,Victor Hugo,athlete_victor-hugo-m
7964,winner,Rubens Charles,athlete_rubens-charles-m
7964,loser,Gianni Grippo,athlete_gianni-grippo-m
7999,winner,Claudio Calasans,athlete_claudio-calasans-m
7999,loser,Joao Gabriel Rocha,athlete_joao-gabriel-rocha-m
21899,winner,Augusto Mendes,athlete_augusto-mendes-m
21899,loser,Kennedy Maciel,athlete_kennedy-maciel-m
13933,winner,Felipe Pena,athlete_felipe-pena-m
13933,loser,Victor Honorio,athlete_victor-honorio-m
569,winner,Jean Jacques Machado,athlete_jean-jacques-machado-m
569,loser,Ricardo Almeida,athlete_ricardo-almeida-m
3273,winner,Joao Assis,athlete_joao-assis-m
3273,loser,Antonio Braga Neto,athlete_antonio-braga-neto-m
3296,winner,Marcelo Garcia,athlete_marcelo-garcia-m
3296,loser,Leonardo Vieira,athlete_leonardo-vieira-m
13923,winner,Rubens Charles,athlete_rubens-charles-m
13923,loser,AJ Agazarm,athlete_aj-agazarm-m
823,winner,Dean Lister,athlete_dean-lister-m
823,loser,Saulo Ribeiro,athlete_saulo-ribeiro-m
35087,winner,Amy Campo,athlete_amy-campo-f
35087,loser,Rafaela Guedes,athlete_rafaela-guedes-f
1203,winner,Roger Gracie,athlete_roger-gracie-m
1203,loser,Alexandre Ribeiro,athlete_alexandre-ribeiro-m
21871,winner,Kennedy Maciel,athlete_kennedy-maciel-m
21871,loser,Richard Alarcon,athlete_richard-alarcon-m
2252,winner,Marcelo Garcia,athlete_marcelo-garcia-m
2252,loser,Kron Gracie,athlete_kron-gracie-m
35051,winner,Rafael Lovato Jr,athlete_rafael-lovato-jr-m
35051,loser,Vinicius Ferreira,athlete_vinicius-ferreira-m
7952,winner,Lucas Lepri,athlete_lucas-lepri-m
7952,loser,Otavio Sousa,athlete_otavio-sousa-m
13878,winner,Murilo Santana,athlete_murilo-santana-m
13878,loser,James Brasco,athlete_james-brasco-m
2254,winner,Pablo Popovitch,athlete_pablo-popovitch-m
2254,loser,Gregor Gracie,athlete_gregor-gracie-m
452,winner,Rigan Machado,athlete_rigan-machado-m
452,loser,Jose Mario Queiroga,athlete_jose-mario-queiroga-m
3294,winner,Roberto Abreu,athlete_roberto-abreu-m
3294,loser,Gerardi Rinaldi,athlete_gerardi-rinaldi-m
3274,winner,Rodolfo Vieira,athlete_rodolfo-vieira-m
3274,loser,Antonio Peinado,athlete_antonio-peinado-m
1221,winner,Roger Gracie,athlete_roger-gracie-m
1221,loser,Shinya Aoki,athlete_shinya-aoki-m
1702,winner,Romulo Barral,athlete_romulo-barral-m
1702,loser,Christian Moriarty,athlete_christian-moriarty-m
787,winner,Ronaldo Souza,athlete_ronaldo-souza-m
787,loser,Ryan Gracie,athlete_ryan-gracie-m
2308,winner,Ronaldo Souza,athlete_ronaldo-souza-m
2308,loser,Robert Drysdale,athlete_robert-drysdale-m
13951,winner,Bianca Basilio,athlete_bianca-basilio-f
13951,loser,Talita Alencar,athlete_talita-alencar-f
2265,winner,Braulio Estima,athlete_braulio-estima-m
2265,loser,James Brasco,athlete_james-brasco-m
